id,atom_counts,z_variance
2dm-4229,"{'Rb': 4, 'Re': 4, 'S': 4, 'O': 12}",2.14
2dm-4231,"{'Cd': 2, 'Sb': 4, 'Se': 6, 'Br': 4}",1.44
2dm-4232,"{'Mg': 1, 'Sb': 4, 'O': 8}",1.52
2dm-4234,"{'Ta': 4, 'Mo': 2, 'O': 16}",2.48
2dm-4236,"{'Mn': 2, 'P': 2, 'S': 6}",1.35
2dm-4237,"{'V': 4, 'Zn': 2, 'S': 10}",1.37
2dm-4239,"{'K': 5, 'N': 1, 'O': 4}",2.19
2dm-4240,"{'Li': 4, 'Cu': 4, 'O': 8}",1.3
2dm-4241,"{'Pr': 1, 'Re': 2, 'O': 8}",2.02
2dm-4242,"{'Ta': 2, 'O': 5}",1.14
2dm-4243,"{'Fe': 1, 'I': 2}",1.32
2dm-4244,"{'Sc': 2, 'Br': 2, 'O': 2}",1.67
2dm-4245,"{'W': 4, 'O': 10}",1.3
2dm-4248,"{'Y': 2, 'C': 2, 'Br': 2}",2.09
2dm-4251,"{'Sn': 4, 'Ge': 4, 'S': 12}",2.11
2dm-4253,"{'Te': 6, 'As': 4}",1.85
2dm-4254,"{'Tl': 2, 'I': 6, 'O': 18}",1.13
2dm-4255,"{'Te': 2, 'Pt': 1}",1.16
2dm-4256,"{'Mg': 1, 'Sb': 2, 'O': 5}",1.55
2dm-4257,"{'Y': 2, 'I': 2, 'O': 2}",1.86
2dm-4259,"{'Co': 2, 'Sb': 4, 'Br': 4, 'O': 6}",1.62
2dm-4261,"{'Ba': 1, 'B': 2, 'Se': 6}",0.95
2dm-4262,"{'Ba': 2, 'Tl': 2, 'Cu': 1, 'O': 6}",3.85
2dm-4263,"{'Ta': 2, 'Pd': 1, 'S': 6}",1.23
2dm-4264,"{'Ag': 2, 'Ge': 2, 'O': 6}",1.8
2dm-4266,"{'Li': 8, 'Cr': 3, 'Te': 1, 'O': 12}",2.48
2dm-4267,"{'Ag': 2, 'C': 2, 'S': 2, 'N': 2}",0.84
2dm-4269,"{'Pb': 4, 'W': 4, 'O': 16}",1.27
2dm-4270,"{'Ta': 1, 'Se': 2}",1.37
2dm-4273,"{'Cd': 1, 'H': 2, 'O': 2}",1.49
2dm-4274,"{'Mn': 2, 'O': 4}",1.36
2dm-4275,{'Sb': 4},1.44
2dm-4276,"{'Fe': 2, 'O': 2, 'F': 2}",0.76
2dm-4277,"{'Zr': 2, 'Al': 4, 'C': 5}",4.03
2dm-4278,"{'Bi': 2, 'Te': 5, 'Pb': 2}",5.14
2dm-4279,"{'Zn': 1, 'Sn': 2, 'N': 2}",1.73
2dm-4280,"{'Cu': 1, 'Br': 1, 'O': 2}",0.39
2dm-4281,"{'Nb': 2, 'I': 4, 'O': 2}",1.5
2dm-4282,"{'Li': 4, 'Fe': 4, 'F': 16}",2.18
2dm-4283,"{'K': 2, 'Ca': 1, 'N': 4, 'O': 8}",2.45
2dm-4284,"{'Zr': 1, 'Al': 5, 'Ni': 2}",2.19
2dm-4285,"{'Al': 1, 'Ni': 1, 'F': 5}",0.91
2dm-4289,"{'Cr': 2, 'P': 2, 'S': 8}",1.3
2dm-4290,"{'Ag': 2, 'C': 2, 'N': 2, 'O': 2}",2.17
2dm-4291,"{'Ni': 1, 'Cl': 2, 'O': 8}",1.8
2dm-4292,"{'Te': 2, 'H': 4, 'O': 8}",1.51
2dm-4293,"{'Sm': 2, 'P': 3, 'Pt': 6}",3.33
2dm-4294,"{'Ba': 2, 'Ti': 3, 'O': 8}",2.98
2dm-4297,"{'Ca': 1, 'Bi': 2, 'O': 5}",1.65
2dm-4298,"{'V': 4, 'O': 10}",1.91
2dm-4299,"{'Sn': 1, 'W': 2, 'O': 8}",1.49
2dm-4300,"{'Li': 2, 'Cu': 2, 'P': 6, 'O': 18}",2.12
2dm-4305,"{'Ag': 4, 'S': 2}",0.77
2dm-4308,"{'Sb': 1, 'W': 2, 'O': 8}",1.47
2dm-4309,"{'Ba': 4, 'As': 2, 'O': 1}",3.97
2dm-4311,"{'K': 4, 'As': 4, 'O': 8}",1.8
2dm-4312,"{'Ca': 2, 'Ge': 4, 'W': 2, 'O': 12}",1.51
2dm-4314,"{'Cu': 3, 'Te': 2, 'Br': 2, 'O': 6}",1.64
2dm-4315,"{'Ca': 2, 'Bi': 2, 'Cl': 2, 'O': 4}",1.51
2dm-4316,"{'Al': 2, 'F': 6}",0.84
2dm-4317,"{'Ca': 3, 'Si': 1, 'Br': 2}",3.13
2dm-4318,"{'Te': 4, 'Pd': 6, 'Pb': 4}",1.5
2dm-4319,"{'Li': 2, 'Te': 2, 'H': 2, 'O': 8}",1.34
2dm-4321,"{'H': 1, 'Au': 1, 'O': 2}",0.4
2dm-4322,"{'Mg': 2, 'Bi': 4, 'O': 8}",1.35
2dm-4323,"{'Li': 2, 'Cu': 2, 'O': 4}",1.37
2dm-4325,"{'Fe': 2, 'O': 2, 'F': 2}",1.39
2dm-4327,"{'Bi': 8, 'O': 16}",3.28
2dm-4328,"{'Li': 2, 'U': 1, 'O': 4}",2.24
2dm-4329,"{'Mg': 2, 'Sn': 4, 'O': 8}",2.48
2dm-4330,"{'Tm': 1, 'Mg': 5}",2.11
2dm-4332,"{'V': 2, 'Pb': 2, 'Cl': 2, 'O': 6}",1.1
2dm-4334,"{'Cu': 1, 'Ag': 1, 'O': 2}",0.38
2dm-4335,"{'Cu': 2, 'C': 2, 'N': 4}",0.6
2dm-4338,"{'Ba': 1, 'Co': 4, 'O': 8}",1.81
2dm-4339,"{'Ce': 4, 'C': 2, 'Br': 5}",2.22
2dm-4342,"{'Cr': 2, 'F': 4}",0.76
2dm-4344,"{'Al': 2, 'Os': 1}",1.15
2dm-4346,"{'Sr': 4, 'Ga': 2, 'Ni': 4, 'O': 14}",3.42
2dm-4347,"{'Ga': 2, 'Ni': 1, 'S': 4}",3.05
2dm-4348,"{'Bi': 4, 'Pd': 2}",1.51
2dm-4351,"{'Ta': 4, 'Te': 6}",1.57
2dm-4352,"{'Ti': 1, 'Mn': 3, 'O': 8}",0.78
2dm-4353,"{'Fe': 2, 'C': 2, 'O': 7}",2.24
2dm-4354,"{'La': 4, 'C': 2, 'Br': 5}",2.29
2dm-4356,"{'Bi': 1, 'Te': 1, 'Br': 1}",1.47
2dm-4357,"{'Ti': 2, 'Sn': 2, 'O': 6}",1.3
2dm-4359,"{'Pb': 1, 'F': 4}",1.26
2dm-4360,"{'Li': 1, 'Mn': 7, 'O': 7, 'F': 1}",6.25
2dm-4361,"{'Zn': 4, 'Cr': 2, 'N': 4}",1.41
2dm-4362,"{'Ho': 1, 'S': 1}",0.2
2dm-4363,"{'Ba': 2, 'La': 2, 'Cl': 10}",1.44
2dm-4364,"{'Sm': 2, 'Te': 6}",3.51
2dm-4366,"{'Bi': 4, 'Rh': 6, 'S': 4}",1.4
2dm-4368,"{'Co': 1, 'Re': 2, 'O': 8}",1.88
2dm-4370,"{'Ba': 2, 'Cr': 3, 'O': 8}",3.03
2dm-4371,"{'Y': 2, 'Ge': 1, 'I': 2}",2.47
2dm-4372,"{'Yb': 3, 'S': 2, 'F': 4}",2.82
2dm-4373,"{'Ba': 1, 'Cr': 4, 'O': 8}",1.84
2dm-4374,"{'Cu': 2, 'S': 4}",1.5
2dm-4375,"{'Lu': 2, 'S': 2, 'Br': 2}",2.03
2dm-4376,"{'Al': 4, 'H': 12, 'O': 12}",1.25
2dm-4377,"{'V': 1, 'S': 2}",1.41
2dm-4379,"{'Ba': 2, 'La': 2, 'Br': 10}",1.55
2dm-4380,"{'Mg': 2, 'H': 2, 'O': 3}",2.22
2dm-4381,"{'Ag': 2, 'Au': 2, 'Cl': 8}",1.17
2dm-4382,"{'Pr': 4, 'C': 2, 'Cl': 5}",2.2
2dm-4383,"{'Sr': 2, 'Cu': 1, 'Br': 2, 'O': 2}",1.91
2dm-4384,"{'Co': 1, 'H': 2, 'O': 2}",0.95
2dm-4385,"{'Mn': 2, 'P': 2, 'Se': 6}",1.42
2dm-4386,"{'Zn': 2, 'Ge': 4, 'W': 2, 'O': 12}",1.44
2dm-4388,"{'Al': 2, 'H': 6, 'O': 6}",1.32
2dm-4391,"{'V': 2, 'I': 2, 'N': 2, 'Cl': 6}",1.83
2dm-4392,"{'Li': 4, 'Cr': 4, 'O': 14}",1.9
2dm-4394,"{'Li': 2, 'P': 2, 'H': 4, 'O': 4}",1.74
2dm-4395,"{'Pr': 2, 'Br': 2, 'O': 2}",1.8
2dm-4396,"{'U': 4, 'Te': 10}",4.66
2dm-4397,"{'Ti': 1, 'Mn': 2, 'O': 6}",0.78
2dm-4398,"{'Mg': 2, 'Sn': 3, 'O': 8}",1.05
2dm-4399,"{'Li': 2, 'Cu': 2, 'F': 8}",2.33
2dm-4400,"{'Ag': 4, 'Te': 4, 'O': 12}",1.84
2dm-4401,"{'Na': 2, 'B': 2, 'C': 8, 'O': 16}",0.77
2dm-4402,"{'Cd': 1, 'I': 2}",1.41
2dm-4404,"{'Fe': 3, 'Se': 4}",2.92
2dm-4405,"{'Hg': 3, 'As': 1}",0
2dm-4406,"{'Bi': 2, 'Te': 3}",2.73
2dm-4407,"{'Bi': 4, 'O': 2, 'F': 8}",1.69
2dm-4409,"{'La': 8, 'Si': 4, 'I': 8, 'O': 16}",2.16
2dm-4410,"{'Ni': 2, 'P': 2, 'S': 6}",1.29
2dm-4414,"{'Li': 2, 'Fe': 3, 'O': 6}",1.14
2dm-4415,"{'Bi': 2, 'Sb': 2, 'O': 6}",1.74
2dm-4417,"{'Ca': 2, 'Co': 1, 'O': 3}",1.82
2dm-4418,"{'Ba': 2, 'H': 18, 'I': 2, 'O': 10}",1.92
2dm-4419,"{'Mn': 2, 'Cr': 1, 'O': 6}",0.78
2dm-4421,"{'Mn': 2, 'Co': 1, 'O': 6}",0.78
2dm-4423,"{'Nb': 2, 'Si': 1, 'Te': 4}",1.73
2dm-4424,"{'Hf': 1, 'Se': 2}",1.28
2dm-4425,"{'Hf': 1, 'Te': 2}",1.43
2dm-4426,"{'Li': 2, 'Cu': 6, 'F': 20}",2.24
2dm-4427,"{'Sr': 2, 'Co': 1, 'O': 3}",1.77
2dm-4430,"{'Ca': 1, 'Sn': 2, 'N': 2}",2.06
2dm-4431,"{'Zr': 4, 'H': 2, 'Br': 4}",2.19
2dm-4432,"{'Ta': 4, 'Mn': 2, 'Zn': 4, 'O': 16}",2.73
2dm-4433,"{'Cu': 2, 'I': 4, 'O': 12}",2.16
2dm-4434,"{'Cu': 2, 'O': 4, 'F': 2}",1.75
2dm-4435,"{'Tl': 1, 'Br': 1, 'O': 3}",0.61
2dm-4437,"{'Sc': 2, 'I': 6, 'O': 18}",1.04
2dm-4438,"{'Zn': 4, 'Sn': 4, 'O': 8}",1.93
2dm-4439,"{'Eu': 2, 'I': 2, 'O': 2}",1.93
2dm-4440,"{'Mg': 2, 'Ni': 2, 'P': 4, 'O': 14}",1.39
2dm-4441,"{'Ba': 2, 'Ni': 3, 'O': 8}",3.03
2dm-4443,"{'Ba': 2, 'Mn': 3, 'O': 7}",3.52
2dm-4445,"{'Ag': 2, 'O': 4, 'F': 2}",0.88
2dm-4446,"{'Ta': 4, 'Co': 2, 'Pd': 1, 'Se': 12}",1.56
2dm-4450,"{'Ti': 1, 'Fe': 2, 'Se': 4}",1.15
2dm-4451,"{'Zn': 1, 'Sb': 4, 'O': 8}",1.63
2dm-4452,"{'Sn': 2, 'S': 2, 'O': 8}",1.53
2dm-4453,"{'Bi': 2, 'Se': 3}",2.54
2dm-4454,"{'Ti': 4, 'O': 8}",0.84
2dm-4455,"{'Tl': 2, 'Pd': 4, 'Se': 6}",1.29
2dm-4456,"{'Tm': 2, 'Br': 2, 'O': 2}",1.73
2dm-4458,"{'Mg': 4, 'Cl': 8, 'O': 4}",1.65
2dm-4459,"{'Mg': 8, 'Si': 8, 'O': 24}",2.95
2dm-4460,"{'Cr': 1, 'Co': 2, 'O': 6}",0.78
2dm-4461,"{'Bi': 2, 'Te': 2, 'S': 1}",2.75
2dm-4462,"{'Ca': 1, 'Sn': 1, 'S': 3}",0.67
2dm-4464,"{'Co': 2, 'C': 2, 'O': 7}",2.22
2dm-4465,"{'Dy': 2, 'Co': 2, 'Si': 4}",2.13
2dm-4467,"{'Zn': 4, 'Sn': 4, 'O': 8}",2.29
2dm-4469,"{'Ge': 2, 'Pt': 2}",1.44
2dm-4470,"{'Li': 2, 'Mn': 2, 'P': 2, 'O': 8}",0.66
2dm-4471,"{'Li': 4, 'Cu': 4, 'F': 10}",2.38
2dm-4472,"{'Cr': 3, 'O': 8}",0.95
2dm-4473,"{'Mn': 2, 'I': 4, 'O': 12}",2.37
2dm-4474,"{'Lu': 2, 'Br': 2, 'O': 2}",1.72
2dm-4475,"{'Sb': 8, 'I': 4, 'O': 10}",1.64
2dm-4476,"{'Au': 2, 'Br': 2, 'O': 4}",1.13
2dm-4478,"{'Ge': 2, 'Se': 2}",1.26
2dm-4479,"{'Sr': 2, 'Co': 1, 'Cl': 2, 'O': 2}",1.74
2dm-4480,"{'Cu': 2, 'Ge': 4, 'P': 6}",2.56
2dm-4481,"{'W': 6, 'Se': 4, 'Cl': 2, 'O': 16}",2.13
2dm-4482,"{'Cr': 4, 'H': 4, 'O': 8}",1.24
2dm-4483,"{'Ca': 2, 'Bi': 10, 'O': 17}",2.47
2dm-4484,"{'Ba': 2, 'H': 8, 'O': 6}",2.53
2dm-4485,"{'Sn': 4, 'Sb': 2, 'S': 4, 'I': 6}",1.67
2dm-4487,"{'Ru': 2, 'Cl': 6}",1.18
2dm-4488,"{'La': 2, 'O': 6}",0.78
2dm-4491,"{'Al': 4, 'P': 4}",0
2dm-4492,"{'Bi': 4, 'O': 8}",0.83
2dm-4494,"{'Cu': 1, 'O': 2}",0
2dm-4495,"{'V': 2, 'Cl': 4, 'O': 2}",1.18
2dm-4496,"{'Ba': 2, 'Tl': 2, 'W': 3, 'O': 10}",5.2
2dm-4497,"{'Na': 8, 'Fe': 4, 'O': 8}",1.8
2dm-4499,"{'Rb': 4, 'Cr': 4, 'Cl': 4, 'O': 12}",2.08
2dm-4500,"{'Ta': 13, 'Se': 26}",1.36
2dm-4501,"{'Ti': 2, 'Sn': 2, 'P': 4, 'O': 16}",2.92
2dm-4503,"{'Bi': 2, 'Te': 1, 'Se': 2}",2.69
2dm-4505,"{'V': 3, 'H': 4, 'O': 8}",1.93
2dm-4506,"{'Li': 2, 'Nb': 1, 'P': 2, 'O': 8}",2.55
2dm-4508,"{'Al': 2, 'Si': 2, 'Te': 6}",1.48
2dm-4509,"{'Fe': 1, 'Co': 2, 'O': 6}",0.79
2dm-4512,"{'Ge': 2, 'Sb': 2, 'Te': 5}",4.99
2dm-4515,"{'Fe': 1, 'Te': 1, 'P': 2, 'O': 8}",0.7
2dm-4516,"{'Fe': 2, 'O': 6}",0.92
2dm-4518,"{'Ca': 1, 'Sb': 2, 'O': 5}",1.62
2dm-4522,"{'Tl': 8, 'Te': 8, 'O': 20}",1.61
2dm-4523,"{'Ca': 3, 'Si': 1, 'Br': 2}",1.63
2dm-4524,"{'U': 1, 'C': 1, 'O': 5}",0.96
2dm-4525,"{'Zr': 1, 'Mo': 2, 'O': 8}",1.91
2dm-4530,"{'Gd': 2, 'Zn': 2, 'P': 2, 'O': 2}",2.81
2dm-4531,"{'Nd': 2, 'Zn': 2, 'P': 2, 'O': 2}",2.88
2dm-4532,"{'Co': 1, 'Bi': 1, 'O': 3}",1.23
2dm-4534,"{'Sr': 3, 'Fe': 2, 'S': 2, 'O': 5}",2.73
2dm-4535,"{'Li': 6, 'V': 2, 'O': 4, 'F': 4}",1.56
2dm-4538,"{'Sr': 2, 'Cl': 4, 'O': 8}",1.54
2dm-4539,"{'Mg': 1, 'Re': 2, 'O': 8}",1.88
2dm-4540,"{'Np': 2, 'Br': 6}",1.46
2dm-4544,"{'Ba': 3, 'In': 2, 'Br': 2, 'O': 5}",3.2
2dm-4546,"{'Tl': 8, 'Sn': 2, 'S': 6}",1.69
2dm-4548,"{'Mg': 2, 'Ge': 2, 'O': 6}",1.04
2dm-4549,"{'Ca': 1, 'Sb': 4, 'O': 8}",1.52
2dm-4551,"{'Li': 3, 'Mn': 1, 'P': 2}",1.77
2dm-4552,"{'Ga': 1, 'Ag': 1, 'P': 2, 'Se': 6}",1.44
2dm-4556,"{'Ni': 1, 'H': 2, 'O': 2}",1.41
2dm-4557,"{'Ca': 1, 'H': 1, 'Cl': 1, 'O': 1}",1.32
2dm-4559,"{'Ti': 2, 'Ni': 2, 'O': 6}",1.37
2dm-4560,"{'K': 2, 'H': 8, 'O': 4, 'F': 2}",2.12
2dm-4561,"{'Sr': 4, 'Cu': 2, 'Bi': 4, 'O': 12}",3.11
2dm-4562,"{'Li': 1, 'Fe': 2, 'C': 2, 'O': 7}",2.47
2dm-4563,"{'Tb': 2, 'C': 1}",1.13
2dm-4564,"{'Sc': 2, 'Br': 2, 'O': 2}",1.77
2dm-4565,"{'Gd': 2, 'C': 1, 'F': 2}",1.85
2dm-4566,{'Bi': 2},0
2dm-4567,"{'W': 1, 'O': 2}",1.48
2dm-4568,"{'V': 2, 'Cd': 1, 'O': 6}",1
2dm-4569,"{'Nb': 3, 'Ir': 1, 'S': 8}",1.25
2dm-4571,"{'Na': 4, 'As': 4, 'O': 8}",1.74
2dm-4572,"{'Mg': 2, 'Cr': 8, 'O': 18}",1.38
2dm-4573,"{'Li': 4, 'V': 4, 'O': 4, 'F': 12}",1.88
2dm-4574,"{'Ge': 4, 'Te': 4}",1.12
2dm-4576,"{'Au': 2, 'Br': 2}",1.45
2dm-4577,"{'Li': 1, 'Fe': 1, 'O': 2}",1.22
2dm-4579,"{'Fe': 1, 'C': 2, 'O': 6}",1.09
2dm-4581,"{'V': 4, 'Cu': 4, 'O': 14}",1.18
2dm-4582,"{'Ca': 2, 'La': 2, 'I': 10}",1.57
2dm-4583,"{'Be': 2, 'Cr': 2, 'O': 8}",0.79
2dm-4584,"{'La': 2, 'P': 1, 'I': 2}",2.58
2dm-4585,"{'Mn': 1, 'C': 2, 'O': 6}",1.05
2dm-4587,"{'Zn': 1, 'In': 2, 'S': 4}",3.42
2dm-4588,"{'Ge': 6, 'As': 6}",1.67
2dm-4589,"{'Si': 1, 'H': 2, 'O': 1}",1.03
2dm-4590,"{'Cu': 1, 'Te': 1, 'O': 4}",0.78
2dm-4593,"{'Ag': 1, 'I': 2}",1.64
2dm-4595,"{'Co': 2, 'P': 2, 'S': 6}",1.22
2dm-4596,"{'Mn': 2, 'Nb': 4, 'Zn': 4, 'O': 16}",2.72
2dm-4598,"{'Cu': 2, 'H': 4, 'C': 4, 'O': 8}",0.4
2dm-4599,"{'Mg': 4, 'Sn': 4, 'O': 8}",2.39
2dm-4600,"{'Ti': 2, 'Tl': 2, 'P': 2, 'S': 10}",1.11
2dm-4601,"{'Ti': 2, 'Cd': 2}",2.43
2dm-4602,"{'Cr': 1, 'Co': 2, 'O': 6}",0.78
2dm-4603,"{'Sr': 4, 'Ti': 2, 'Cu': 4, 'O': 14}",3.44
2dm-4604,"{'Y': 1, 'W': 1, 'F': 5}",1.11
2dm-4609,"{'Hf': 2, 'Br': 2, 'N': 2}",1.78
2dm-4610,"{'Dy': 2, 'B': 2, 'C': 2}",1.57
2dm-4611,"{'Sr': 4, 'Fe': 2, 'S': 2, 'O': 6}",3.56
2dm-4613,"{'Cd': 6, 'Se': 6, 'O': 20}",3.06
2dm-4614,"{'Sr': 2, 'C': 2, 'O': 6}",1.23
2dm-4615,"{'Ga': 4, 'P': 4, 'S': 16}",1.31
2dm-4616,"{'Ca': 4, 'Fe': 2, 'Cl': 2, 'O': 6}",3.53
2dm-4617,"{'B': 2, 'Sb': 2, 'O': 6}",1.01
2dm-4618,"{'Ba': 2, 'Tl': 2, 'Ni': 4, 'O': 12}",6.71
2dm-4619,"{'Y': 1, 'Ni': 1, 'F': 5}",1.12
2dm-4620,"{'Li': 1, 'Ag': 1, 'F': 4}",1.1
2dm-4621,"{'P': 4, 'Pd': 4, 'Se': 4}",1.66
2dm-4622,"{'Ba': 1, 'Ta': 1, 'Cu': 1, 'O': 5}",2.22
2dm-4623,"{'Ba': 3, 'B': 1, 'P': 1, 'O': 7}",2.38
2dm-4624,"{'Ti': 1, 'Bi': 2, 'O': 6}",1.18
2dm-4625,"{'Li': 1, 'Mn': 1, 'Cr': 2, 'O': 6}",0.98
2dm-4626,"{'Fe': 8, 'S': 10}",0.95
2dm-4627,"{'Tl': 4, 'F': 4}",1.28
2dm-4628,"{'Mg': 1, 'V': 2, 'O': 6}",1
2dm-4629,"{'Ag': 4, 'Se': 2}",1.32
2dm-4630,"{'U': 2, 'Te': 2, 'N': 2}",1.81
2dm-4631,"{'Nd': 2, 'Te': 4, 'Se': 2}",3.36
2dm-4632,"{'Ta': 4, 'Zn': 4, 'Fe': 2, 'O': 16}",2.66
2dm-4633,"{'Ca': 1, 'Co': 1, 'O': 3}",1.45
2dm-4634,"{'Tm': 2, 'Cl': 2, 'O': 2}",1.79
2dm-4635,"{'Ag': 2, 'Cl': 2, 'O': 4}",2.05
2dm-4636,"{'Sn': 6, 'H': 4, 'O': 8}",1.6
2dm-4637,"{'Li': 2, 'Ni': 2, 'P': 2, 'O': 8}",0.66
2dm-4638,"{'Ta': 4, 'Zn': 4, 'Co': 2, 'O': 16}",2.65
2dm-4640,"{'Ga': 2, 'Os': 1}",0.93
2dm-4641,"{'Sr': 2, 'Ta': 4, 'Bi': 4, 'O': 18}",3.88
2dm-4645,"{'Ca': 2, 'Bi': 10, 'O': 17}",2.4
2dm-4647,"{'H': 4, 'Pb': 2, 'O': 4}",1.32
2dm-4648,"{'Li': 2, 'Sn': 2, 'P': 2, 'O': 8}",1.6
2dm-4649,"{'Li': 2, 'Mn': 2, 'F': 8}",1.33
2dm-4651,"{'Mo': 6, 'O': 14}",1.28
2dm-4652,"{'Zr': 2, 'I': 4}",1.6
2dm-4653,"{'Sm': 2, 'Zn': 2, 'P': 2, 'O': 2}",2.86
2dm-4654,"{'Li': 2, 'H': 2, 'Pd': 1}",1.44
2dm-4658,"{'Ca': 1, 'H': 2, 'O': 2}",1
2dm-4659,"{'Tl': 2, 'Mo': 6, 'O': 18}",2.04
2dm-4660,"{'Mo': 2, 'N': 2}",1.55
2dm-4661,"{'V': 4, 'Zn': 1, 'O': 10}",1.19
2dm-4663,"{'Li': 2, 'As': 2, 'O': 6}",1.09
2dm-4664,"{'Th': 2, 'Te': 4, 'I': 4}",1.68
2dm-4665,"{'Na': 1, 'Sn': 2, 'As': 2}",2.41
2dm-4667,"{'Mg': 2, 'Cr': 4, 'O': 10}",1.07
2dm-4668,"{'Hf': 2, 'Ge': 2, 'Te': 8}",2.14
2dm-4670,"{'Sr': 4, 'Cu': 4, 'Bi': 2, 'O': 14}",3.79
2dm-4671,"{'Si': 4, 'Pb': 8, 'S': 16}",1.28
2dm-4673,"{'Mg': 4, 'Ge': 8, 'W': 4, 'O': 24}",2.96
2dm-4674,"{'Hg': 3, 'As': 1, 'Se': 4, 'Br': 1}",1.14
2dm-4675,"{'Cd': 4, 'Hg': 4, 'As': 4, 'Br': 4}",2.74
2dm-4676,"{'Se': 2, 'Cl': 2, 'O': 5}",2.56
2dm-4677,"{'Na': 2, 'Cd': 2, 'P': 2, 'O': 8}",1.37
2dm-4678,"{'Li': 2, 'Fe': 2, 'Si': 2, 'O': 7}",2.03
2dm-4679,"{'Li': 2, 'Mn': 2, 'F': 6}",1.11
2dm-4682,"{'Te': 4, 'I': 4}",2.06
2dm-4684,"{'K': 2, 'Sb': 4, 'Se': 8}",2.87
2dm-4686,"{'Zn': 2, 'Co': 4, 'S': 10}",1.4
2dm-4687,"{'V': 2, 'O': 2, 'F': 2}",1.41
2dm-4688,"{'Nb': 1, 'Bi': 7, 'O': 13}",6.83
2dm-4689,"{'Y': 1, 'Ti': 1, 'F': 5}",1.11
2dm-4690,"{'Mn': 2, 'Bi': 2, 'S': 4, 'Br': 2}",1.52
2dm-4692,"{'Ag': 1, 'Te': 6, 'Mo': 6}",1.76
2dm-4693,"{'Fe': 1, 'Co': 3, 'O': 8}",0.78
2dm-4694,"{'Mg': 2, 'Mo': 4, 'O': 10}",1.67
2dm-4696,"{'Sb': 2, 'Te': 1, 'Se': 2}",2.51
2dm-4697,"{'In': 4, 'Ga': 2, 'Bi': 2, 'S': 12}",3.04
2dm-4699,"{'Cd': 2, 'P': 2, 'S': 6}",1.42
2dm-4700,"{'Si': 3, 'Mo': 1}",0
2dm-4701,"{'Sb': 2, 'Br': 2, 'O': 2}",1.77
2dm-4704,"{'Na': 2, 'B': 2, 'H': 16, 'O': 14}",1.47
2dm-4705,"{'Fe': 3, 'P': 2, 'H': 16, 'O': 16}",2.05
2dm-4708,"{'V': 1, 'Ag': 1, 'P': 2, 'Se': 6}",1.42
2dm-4709,"{'Mg': 2, 'Ag': 4, 'O': 8}",1.47
2dm-4710,"{'Nb': 4, 'W': 2, 'O': 16}",2.5
2dm-4711,"{'Li': 4, 'W': 4, 'Cl': 24}",1.18
2dm-4712,"{'Si': 2, 'H': 2}",1.35
2dm-4713,"{'Zn': 1, 'Cl': 2}",1.13
2dm-4714,{'I': 1},0
2dm-4715,"{'Sn': 1, 'Se': 2}",1.3
2dm-4717,"{'Ca': 1, 'I': 2}",1.44
2dm-4718,"{'Ba': 2, 'Co': 3, 'O': 8}",3.04
2dm-4720,"{'Li': 2, 'Fe': 2, 'As': 2}",1.42
2dm-4721,"{'Ti': 2, 'O': 2, 'F': 2}",1.31
2dm-4722,"{'Sb': 1, 'F': 5}",1.08
2dm-4723,"{'Hf': 1, 'Te': 1, 'Se': 4}",1.29
2dm-4724,"{'Al': 2, 'H': 2, 'O': 4}",1.8
2dm-4725,"{'Ag': 1, 'C': 1, 'N': 1, 'O': 1}",0
2dm-4726,"{'Nb': 1, 'Ir': 1, 'S': 4}",1.24
2dm-4728,"{'Cr': 3, 'Te': 4}",3.16
2dm-4730,"{'Ca': 2, 'Ti': 4, 'O': 10}",1.31
2dm-4731,"{'U': 2, 'Se': 6}",2.36
2dm-4732,"{'Pb': 2, 'Br': 2, 'Cl': 2}",1.54
2dm-4733,"{'Lu': 2, 'C': 1, 'Cl': 2}",2.08
2dm-4734,"{'Nb': 2, 'Br': 4, 'O': 2}",1.39
2dm-4737,"{'Li': 1, 'Co': 5, 'O': 5, 'F': 1}",4.57
2dm-4738,"{'Li': 1, 'Fe': 1, 'F': 4}",0.75
2dm-4740,"{'Ca': 3, 'Bi': 12, 'O': 18}",2.42
2dm-4741,"{'Sc': 2, 'P': 2, 'S': 8}",1.48
2dm-4742,"{'Mo': 1, 'P': 4, 'O': 13}",1.44
2dm-4743,"{'Al': 2, 'O': 3}",0.69
2dm-4745,"{'C': 6, 'N': 8}",0
2dm-4746,"{'Ta': 3, 'Te': 6}",1.51
2dm-4747,"{'Mg': 1, 'W': 2, 'O': 5}",1.32
2dm-4748,"{'Er': 2, 'Co': 2, 'Si': 4}",2.14
2dm-4751,"{'Al': 3, 'Sb': 3, 'O': 9}",1.61
2dm-4752,"{'V': 1, 'Se': 2}",1.28
2dm-4753,"{'Hg': 3, 'As': 1, 'S': 4, 'Cl': 1}",1.05
2dm-4755,"{'As': 4, 'Se': 6}",1.04
2dm-4756,"{'Ti': 1, 'Nb': 1, 'S': 4}",1.22
2dm-4757,"{'Fe': 1, 'Co': 2, 'O': 6}",0.78
2dm-4758,"{'Na': 4, 'Sb': 4, 'O': 8}",2.17
2dm-4759,"{'Mn': 2, 'Fe': 1, 'O': 6}",0.78
2dm-4761,"{'Sr': 1, 'Sn': 2, 'As': 2}",2.52
2dm-4762,"{'V': 12, 'O': 26}",3.03
