,Unnamed: 0,atom_counts,puckering
1476,1476,"{'Ho': 2, 'Fe': 2, 'Ge': 4}",Puckered
1477,1477,"{'Fe': 1, 'Bi': 1, 'O': 3}",Puckered
1478,1478,"{'Y': 1, 'Cu': 2, 'S': 2}",Puckered
1479,1479,"{'Ba': 2, 'Mg': 2, 'Pb': 2}",Puckered
1480,1480,"{'Ce': 2, 'Sb': 4, 'Se': 8}",Puckered
1481,1481,{'Ni': 4},Puckered
1482,1482,"{'Sr': 1, 'Ta': 2, 'O': 7}",Puckered
1483,1483,"{'Sr': 2, 'Fe': 4, 'Se': 4, 'O': 2}",Puckered
1484,1484,"{'Mg': 2, 'Bi': 4}",Puckered
1485,1485,"{'In': 2, 'Se': 3}",Puckered
1486,1486,"{'Mg': 6, 'Ti': 6}",Puckered
1487,1487,"{'Ca': 2, 'C': 4}",Puckered
1488,1488,"{'Ho': 2, 'Te': 6}",Puckered
1489,1489,"{'Ag': 2, 'Se': 1, 'O': 4}",Puckered
1490,1490,"{'Ho': 2, 'Te': 6}",Puckered
1491,1491,"{'Zn': 4, 'Si': 4, 'N': 8}",Puckered
1492,1492,"{'Tm': 1, 'Sb': 2}",Puckered
1493,1493,"{'Hg': 2, 'S': 2, 'Br': 2}",Puckered
1494,1494,"{'Er': 2, 'Mg': 2, 'Ru': 1}",Puckered
1495,1495,{'C': 1},Planar
1496,1496,"{'Lu': 2, 'Te': 6}",Puckered
1497,1497,"{'Hf': 2, 'Te': 6}",Puckered
1498,1498,"{'Zn': 1, 'O': 1}",Planar
1499,1499,"{'Pb': 2, 'S': 2}",Puckered
1500,1500,"{'Sr': 2, 'N': 1}",Puckered
1501,1501,"{'Ca': 2, 'Ni': 2, 'Ge': 2}",Puckered
1502,1502,"{'Zn': 1, 'Bi': 1}",Puckered
1503,1503,"{'Mg': 2, 'Sn': 2}",Puckered
1504,1504,"{'Mg': 3, 'Sb': 3}",Puckered
1505,1505,"{'Pb': 6, 'N': 4}",Puckered
1506,1506,"{'Ca': 1, 'B': 2, 'H': 2}",Puckered
1507,1507,"{'Zn': 1, 'Ga': 2, 'S': 4}",Puckered
1508,1508,"{'Pt': 1, 'Se': 2}",Puckered
1509,1509,"{'Al': 2, 'Zn': 2, 'S': 5}",Puckered
1510,1510,"{'Mg': 4, 'In': 8, 'Se': 16}",Puckered
1511,1511,"{'Nb': 1, 'F': 4}",Puckered
1512,1512,"{'Ce': 2, 'Mg': 2}",Puckered
1513,1513,"{'Lu': 2, 'Te': 6}",Puckered
1514,1514,"{'La': 2, 'I': 2, 'O': 6}",Puckered
1515,1515,"{'Nb': 2, 'Pd': 1, 'S': 6}",Puckered
1516,1516,"{'Cu': 2, 'Sn': 2, 'Au': 2}",Puckered
1517,1517,"{'Mg': 1, 'Sn': 2}",Puckered
1518,1518,"{'Ca': 2, 'B': 2, 'O': 6}",Puckered
1519,1519,"{'Mg': 2, 'Co': 2, 'Ge': 2}",Puckered
1520,1520,"{'Mg': 4, 'Fe': 2}",Puckered
1521,1521,"{'Sr': 2, 'Cu': 2}",Puckered
1522,1522,"{'Li': 8, 'Ge': 4, 'N': 8}",Puckered
1523,1523,"{'Nd': 1, 'Ge': 5}",Puckered
1524,1524,"{'Cu': 4, 'Br': 2, 'O': 6}",Puckered
1525,1525,"{'La': 1, 'Ge': 5}",Puckered
1526,1526,"{'Sn': 8, 'Ir': 2}",Puckered
1527,1527,"{'Hf': 1, 'Mg': 6, 'Nb': 1}",Puckered
1528,1528,"{'Hg': 2, 'Se': 2, 'O': 8}",Puckered
1529,1529,{'As': 2},Puckered
1530,1530,"{'V': 2, 'H': 2, 'O': 5}",Puckered
1531,1531,"{'Y': 2, 'Co': 2, 'Ge': 4}",Puckered
1532,1532,"{'H': 8, 'W': 2}",Puckered
1533,1533,"{'Ga': 2, 'Fe': 2, 'S': 5}",Puckered
1534,1534,"{'K': 2, 'U': 2, 'Cl': 2, 'O': 6}",Puckered
1535,1535,"{'Tl': 2, 'Cu': 6, 'S': 4}",Puckered
1536,1536,"{'Hf': 1, 'Al': 5, 'Ni': 2}",Puckered
1537,1537,"{'La': 2, 'Mg': 4}",Puckered
1538,1538,"{'Ca': 1, 'In': 2, 'N': 2}",Puckered
1539,1539,"{'Ga': 1, 'Cu': 1, 'S': 2}",Puckered
1540,1540,"{'Ca': 2, 'C': 4, 'S': 4, 'N': 4}",Puckered
1541,1541,"{'Pr': 4, 'B': 2, 'C': 2}",Puckered
1542,1542,"{'Zn': 2, 'Si': 2, 'O': 6}",Puckered
1543,1543,"{'Ni': 2, 'P': 2, 'Se': 6}",Puckered
1544,1544,"{'Er': 2, 'Fe': 2, 'Ge': 4}",Puckered
1545,1545,"{'Zr': 2, 'Ge': 2, 'Te': 8}",Puckered
1546,1546,"{'Ge': 2, 'Te': 2}",Puckered
1547,1547,"{'Mg': 4, 'Ti': 2}",Puckered
1548,1548,"{'Dy': 1, 'Cu': 2, 'S': 2}",Puckered
1549,1549,"{'Cu': 1, 'S': 1}",Puckered
1550,1550,"{'Na': 8, 'Zn': 4, 'S': 8}",Puckered
1551,1551,"{'Sr': 2, 'Fe': 4, 'S': 4, 'O': 2}",Puckered
1552,1552,"{'Sn': 2, 'S': 2}",Puckered
1553,1553,"{'Tb': 1, 'Ge': 5}",Puckered
1554,1554,"{'Na': 2, 'Er': 2, 'S': 4, 'O': 16}",Puckered
1555,1555,"{'Mg': 1, 'Sn': 1}",Planar
1556,1556,"{'Lu': 1, 'Sb': 2}",Puckered
1557,1557,"{'Ti': 2, 'S': 2, 'Cl': 2}",Puckered
1558,1558,"{'Y': 1, 'Mg': 2}",Puckered
1559,1559,"{'Er': 1, 'Sb': 2}",Puckered
1560,1560,"{'Pr': 1, 'Al': 3, 'Cu': 1}",Puckered
1561,1561,"{'Rb': 1, 'O': 2}",Puckered
1562,1562,"{'Ca': 2, 'Mg': 2}",Puckered
1563,1563,"{'K': 1, 'Rb': 1, 'Mg': 6, 'O': 7}",Puckered
1564,1564,"{'Al': 2, 'Zn': 2, 'S': 5}",Puckered
1565,1565,"{'Pa': 2, 'P': 4}",Puckered
1566,1566,"{'Ge': 1, 'S': 2}",Puckered
1567,1567,"{'Mg': 1, 'Ga': 2}",Puckered
1568,1568,"{'Ce': 2, 'Mg': 2}",Puckered
1569,1569,{'Sb': 2},Puckered
1570,1570,"{'Sm': 1, 'Ge': 5}",Puckered
1571,1571,"{'Ti': 1, 'Ag': 1, 'Se': 2}",Puckered
1572,1572,"{'Si': 2, 'O': 1}",Puckered
1573,1573,"{'Tb': 2, 'C': 2, 'Br': 2}",Puckered
1574,1574,"{'Ca': 2, 'O': 2}",Puckered
1575,1575,{'Bi': 8},Puckered
1576,1576,"{'Li': 1, 'P': 3}",Puckered
1577,1577,"{'La': 1, 'Nb': 2, 'O': 7}",Puckered
1578,1578,"{'Mg': 3, 'Sb': 3}",Puckered
1579,1579,"{'Y': 1, 'Mg': 5}",Puckered
1580,1580,"{'Tb': 2, 'Co': 2, 'Ge': 4}",Puckered
1581,1581,"{'Cu': 2, 'F': 4}",Puckered
1582,1582,"{'Au': 1, 'N': 2}",Puckered
1583,1583,{'Br': 1},Planar
1584,1584,"{'Ga': 2, 'O': 3}",Planar
1585,1585,"{'Sm': 2, 'Si': 6, 'Ni': 2}",Puckered
1586,1586,"{'Sr': 2, 'Bi': 2, 'S': 4, 'F': 2}",Puckered
1587,1587,"{'Ni': 2, 'Te': 2}",Puckered
1588,1588,"{'Ti': 1, 'Ag': 1, 'F': 6}",Puckered
1589,1589,"{'Li': 2, 'Ag': 1, 'Sn': 2}",Puckered
1590,1590,"{'Mg': 2, 'Rh': 1}",Puckered
1591,1591,"{'Ce': 1, 'Al': 3, 'Cu': 1}",Puckered
1592,1592,"{'U': 1, 'Tl': 2, 'O': 4}",Puckered
1593,1593,"{'Rb': 1, 'Hf': 1, 'Mg': 6, 'O': 7}",Puckered
1594,1594,"{'Tm': 1, 'Cu': 2, 'S': 2}",Puckered
1595,1595,"{'Tb': 1, 'Sb': 2}",Puckered
1596,1596,"{'Hg': 1, 'Br': 2}",Puckered
1597,1597,"{'Sr': 2, 'Co': 1, 'Br': 2, 'O': 2}",Puckered
1598,1598,"{'Hf': 2, 'Ge': 4}",Puckered
1599,1599,"{'Hf': 2, 'Se': 6}",Puckered
1600,1600,"{'Rb': 1, 'Hf': 1, 'Mg': 6, 'O': 7}",Puckered
1601,1601,"{'Ag': 1, 'Cl': 1, 'O': 4}",Puckered
1602,1602,"{'U': 2, 'Br': 2, 'O': 4}",Puckered
1603,1603,"{'Rb': 1, 'Na': 1, 'Mg': 6, 'O': 7}",Puckered
1604,1604,"{'Ce': 2, 'S': 2}",Puckered
1605,1605,"{'Sb': 2, 'Te': 2, 'I': 2}",Puckered
1606,1606,"{'Mg': 6, 'V': 1, 'C': 1}",Puckered
1607,1607,"{'Ti': 2, 'N': 2, 'F': 2}",Puckered
1608,1608,"{'Be': 2, 'B': 1, 'O': 5}",Puckered
1609,1609,"{'Sn': 6, 'F': 16}",Puckered
1610,1610,{'P': 4},Puckered
1611,1611,"{'Cu': 1, 'Br': 1}",Planar
1612,1612,"{'Bi': 2, 'Br': 2, 'O': 2}",Puckered
1613,1613,"{'La': 2, 'Br': 2, 'O': 2}",Puckered
1614,1614,"{'Mo': 1, 'Se': 2}",Puckered
1615,1615,"{'Li': 2, 'Co': 2, 'As': 2}",Puckered
1616,1616,"{'Ti': 1, 'Cu': 1, 'F': 6}",Puckered
1617,1617,"{'K': 2, 'H': 4, 'N': 2}",Puckered
1618,1618,"{'Zr': 2, 'Ge': 4}",Puckered
1619,1619,"{'Zr': 2, 'Te': 2, 'P': 1}",Puckered
1620,1620,"{'Bi': 4, 'Se': 4}",Puckered
1621,1621,"{'Pb': 2, 'I': 2, 'F': 2}",Puckered
1622,1622,"{'Zr': 2, 'Te': 6}",Puckered
1623,1623,"{'Cr': 2, 'S': 2, 'Br': 2}",Puckered
1624,1624,"{'Eu': 2, 'Zn': 1, 'Ge': 3}",Puckered
1625,1625,"{'Y': 1, 'Sb': 2}",Puckered
1626,1626,"{'Zn': 4, 'Si': 2, 'O': 8}",Puckered
1627,1627,"{'Cu': 4, 'Te': 2}",Puckered
1628,1628,"{'Ge': 2, 'S': 2}",Puckered
1629,1629,"{'U': 4, 'Te': 3, 'O': 4}",Puckered
1630,1630,"{'Cr': 3, 'N': 2}",Puckered
1631,1631,"{'U': 2, 'I': 6}",Puckered
1632,1632,"{'Sr': 2, 'Cu': 1, 'Cl': 2, 'O': 2}",Puckered
1633,1633,"{'Ba': 2, 'I': 2, 'F': 2}",Puckered
1634,1634,"{'U': 2, 'Pb': 4}",Puckered
1635,1635,"{'Ca': 1, 'Sn': 4, 'S': 9}",Puckered
1636,1636,"{'Ta': 4, 'Ni': 4, 'Te': 8}",Puckered
1637,1637,"{'U': 2, 'Te': 2, 'P': 2}",Puckered
1638,1638,"{'Zr': 6, 'S': 2, 'O': 18}",Puckered
1639,1639,"{'La': 2, 'Se': 2}",Puckered
1640,1640,"{'Dy': 2, 'Cl': 6}",Puckered
1641,1641,"{'P': 4, 'H': 8, 'Pb': 2, 'O': 8}",Puckered
1642,1642,"{'Ni': 1, 'Te': 2}",Puckered
1643,1643,"{'Nb': 2, 'Te': 10, 'Pd': 2}",Puckered
1644,1644,"{'Zr': 2, 'Cl': 2}",Puckered
1645,1645,"{'Zr': 2, 'Si': 2, 'Te': 2}",Puckered
1646,1646,"{'Th': 2, 'Br': 2, 'N': 2}",Puckered
1647,1647,{'As': 4},Puckered
1648,1648,"{'Sn': 2, 'C': 4, 'Cl': 4}",Puckered
1649,1649,"{'Ag': 2, 'N': 6}",Puckered
1650,1650,"{'K': 1, 'Rb': 1, 'Mg': 6, 'O': 7}",Puckered
1651,1651,"{'Li': 4, 'Bi': 4, 'O': 8}",Puckered
1652,1652,"{'Bi': 6, 'Te': 6}",Puckered
1653,1653,"{'Er': 2, 'Co': 2, 'Ge': 4}",Puckered
1654,1654,"{'Ge': 1, 'I': 2}",Puckered
1655,1655,"{'Y': 2, 'S': 2}",Puckered
1656,1656,"{'Bi': 4, 'Se': 6}",Puckered
1657,1657,"{'Ti': 2, 'Br': 2, 'N': 2}",Puckered
1658,1658,"{'Er': 2, 'Se': 2, 'I': 2}",Puckered
1659,1659,"{'Nb': 6, 'Ge': 2, 'Te': 12}",Puckered
1660,1660,"{'Nb': 2, 'Cr': 2, 'Se': 10}",Puckered
1661,1661,"{'Mn': 1, 'H': 2, 'O': 2}",Puckered
1662,1662,"{'K': 2, 'Fe': 4, 'Se': 6}",Puckered
1663,1663,"{'Te': 2, 'Rh': 2, 'Cl': 2}",Puckered
1664,1664,"{'V': 4, 'Pb': 2, 'O': 12}",Puckered
1665,1665,"{'Na': 1, 'Sb': 5, 'O': 8}",Puckered
1666,1666,"{'Hf': 3, 'Te': 2}",Puckered
1667,1667,"{'Bi': 2, 'Te': 2, 'S': 1}",Puckered
1668,1668,"{'Si': 6, 'P': 6}",Puckered
1669,1669,"{'Ag': 4, 'Cl': 4, 'O': 8}",Puckered
1670,1670,"{'Sc': 2, 'C': 1, 'Cl': 2}",Puckered
1671,1671,"{'Pb': 2, 'Br': 4}",Puckered
1672,1672,"{'U': 2, 'N': 2, 'Cl': 2}",Puckered
1673,1673,"{'Cd': 12, 'P': 8}",Puckered
1674,1674,"{'Th': 2, 'I': 2, 'N': 2}",Puckered
1675,1675,"{'Cu': 2, 'Te': 2}",Puckered
1676,1676,"{'Se': 8, 'O': 20}",Puckered
1677,1677,"{'Na': 1, 'N': 3}",Puckered
1678,1678,"{'Bi': 8, 'Te': 4, 'O': 20}",Puckered
1679,1679,"{'Au': 4, 'Se': 4, 'O': 14}",Puckered
1680,1680,"{'Ag': 4, 'I': 2, 'O': 2, 'F': 2}",Puckered
1681,1681,"{'Ce': 4, 'Se': 8}",Puckered
1682,1682,"{'Pb': 2, 'Br': 2, 'Cl': 2}",Puckered
1683,1683,"{'Au': 2, 'I': 2}",Puckered
1684,1684,"{'Tl': 8, 'O': 6}",Puckered
1685,1685,"{'Te': 4, 'W': 2}",Puckered
1686,1686,"{'Y': 2, 'C': 2, 'I': 2}",Puckered
1687,1687,"{'Ge': 3, 'Sb': 2, 'O': 9}",Puckered
1688,1688,"{'Mg': 8, 'Si': 4}",Puckered
1689,1689,"{'Te': 8, 'I': 8}",Puckered
1690,1690,"{'Na': 2, 'Mn': 2, 'As': 2}",Puckered
1691,1691,"{'Mn': 2, 'Ni': 1, 'O': 6}",Puckered
1692,1692,"{'Au': 2, 'Se': 2}",Puckered
1693,1693,"{'Ca': 2, 'H': 2, 'Br': 2}",Puckered
1694,1694,"{'Nd': 1, 'I': 2}",Puckered
1695,1695,"{'Li': 4, 'Te': 2, 'O': 6}",Puckered
1696,1696,"{'Nd': 2, 'Br': 2, 'O': 2}",Puckered
1697,1697,"{'Zr': 2, 'I': 8, 'O': 24}",Puckered
1698,1698,"{'Ta': 1, 'S': 2}",Puckered
1699,1699,"{'Li': 2, 'V': 4, 'O': 10}",Puckered
1700,1700,"{'Ti': 2, 'Cl': 2, 'O': 2}",Puckered
1701,1701,"{'Cu': 2, 'Br': 2}",Puckered
1702,1702,"{'Hg': 8, 'Cl': 4, 'O': 4}",Puckered
1703,1703,"{'P': 4, 'O': 10}",Puckered
1704,1704,"{'Ca': 2, 'Mn': 2, 'Ge': 2}",Puckered
1705,1705,"{'Li': 2, 'V': 4, 'O': 10}",Puckered
1706,1706,"{'Ga': 2, 'Te': 2, 'Cl': 2}",Puckered
1707,1707,"{'Te': 8, 'O': 18}",Puckered
1708,1708,"{'Sn': 8, 'Pt': 2}",Puckered
1709,1709,"{'Bi': 10, 'S': 10}",Puckered
1710,1710,"{'Zn': 1, 'In': 2, 'S': 4}",Puckered
1711,1711,"{'Ga': 2, 'Se': 2}",Puckered
1712,1712,"{'Sb': 4, 'Se': 6}",Puckered
1713,1713,"{'Sc': 2, 'Si': 6, 'Ni': 4}",Puckered
1714,1714,"{'Ca': 1, 'Th': 1, 'Br': 6}",Puckered
1715,1715,"{'Sr': 3, 'Co': 2, 'Cl': 2, 'O': 5}",Puckered
1716,1716,"{'In': 4, 'Te': 4, 'I': 4}",Puckered
1717,1717,"{'Rb': 2, 'Mn': 2, 'As': 2}",Puckered
1718,1718,"{'Mn': 2, 'Te': 3, 'O': 8}",Puckered
1719,1719,"{'Zr': 2, 'I': 2, 'N': 2}",Puckered
1720,1720,"{'K': 2, 'Mn': 2, 'P': 2}",Puckered
1721,1721,"{'Mg': 1, 'I': 2}",Puckered
1722,1722,"{'Zr': 1, 'Se': 2}",Puckered
1723,1723,"{'Ga': 2, 'Fe': 1, 'S': 4}",Puckered
1724,1724,"{'Tl': 2, 'Re': 6, 'Se': 8, 'Cl': 4}",Puckered
1725,1725,"{'K': 4, 'Ru': 2, 'Br': 12}",Puckered
1726,1726,"{'K': 2, 'Nb': 6, 'O': 16}",Puckered
1727,1727,"{'V': 2, 'Cl': 6}",Puckered
1728,1728,"{'Sb': 2, 'I': 6}",Puckered
1729,1729,"{'Te': 4, 'Pt': 3}",Puckered
1730,1730,"{'U': 2, 'Se': 4, 'O': 14}",Puckered
1731,1731,"{'Tl': 2, 'B': 2, 'S': 6}",Puckered
1732,1732,"{'Si': 1, 'Te': 2}",Puckered
1733,1733,"{'Al': 2, 'Cl': 2, 'O': 2}",Puckered
1734,1734,"{'Hg': 1, 'I': 2}",Puckered
1735,1735,"{'U': 2, 'I': 2, 'N': 2}",Puckered
1736,1736,"{'Pt': 2, 'Pb': 8}",Puckered
1737,1737,"{'Fe': 2, 'Sb': 4, 'S': 8}",Puckered
1738,1738,"{'Pb': 2, 'O': 2}",Puckered
1739,1739,"{'Pt': 4, 'I': 8}",Puckered
1740,1740,"{'Fe': 1, 'Si': 2}",Puckered
1741,1741,"{'Ce': 2, 'O': 3}",Puckered
1742,1742,"{'Li': 8, 'Te': 8, 'O': 20}",Puckered
1743,1743,"{'Lu': 2, 'S': 2, 'Br': 2}",Puckered
1744,1744,"{'Rb': 2, 'Mn': 2, 'P': 2}",Puckered
1745,1745,"{'Na': 4, 'Br': 2, 'O': 1}",Puckered
1746,1746,"{'Al': 1, 'Pd': 5, 'I': 2}",Puckered
1747,1747,"{'Ca': 2, 'H': 8, 'S': 2, 'O': 12}",Puckered
1748,1748,"{'In': 8, 'Se': 6}",Puckered
1749,1749,"{'Ni': 2, 'Te': 3, 'O': 8}",Puckered
1750,1750,"{'Rb': 2, 'Pb': 2, 'I': 6}",Puckered
1751,1751,"{'K': 2, 'Hg': 3, 'Ge': 2, 'S': 8}",Puckered
1752,1752,"{'In': 2, 'O': 3}",Puckered
1753,1753,"{'Ca': 4, 'Mg': 4, 'Si': 8, 'O': 24}",Puckered
1754,1754,"{'Cu': 4, 'H': 4, 'O': 4, 'F': 4}",Puckered
1755,1755,"{'La': 2, 'I': 6}",Puckered
1756,1756,"{'Sb': 4, 'S': 6}",Puckered
1757,1757,"{'Cu': 2, 'Bi': 2, 'S': 4}",Puckered
1758,1758,"{'In': 2, 'Cl': 2, 'O': 2}",Puckered
1759,1759,"{'Te': 2, 'Au': 1}",Puckered
1760,1760,"{'Pr': 4, 'Br': 10}",Puckered
1761,1761,"{'Bi': 1, 'Te': 1, 'I': 1}",Puckered
1762,1762,"{'Sb': 8, 'S': 8, 'O': 4}",Puckered
1763,1763,"{'Ca': 2, 'H': 2, 'I': 2}",Puckered
1764,1764,"{'K': 2, 'Mg': 1, 'Cl': 4}",Puckered
1765,1765,"{'W': 1, 'Se': 2}",Puckered
1766,1766,"{'Ca': 1, 'H': 2, 'O': 2}",Puckered
1767,1767,"{'Er': 2, 'S': 2, 'Cl': 2}",Puckered
1768,1768,"{'Y': 4, 'N': 2, 'Cl': 6}",Puckered
1769,1769,"{'In': 1, 'Ag': 1, 'P': 2, 'Se': 6}",Puckered
1770,1770,"{'Sc': 2, 'N': 1, 'Cl': 2}",Puckered
1771,1771,"{'In': 1, 'Ag': 1, 'P': 2, 'S': 6}",Puckered
1772,1772,"{'Ca': 2, 'Cl': 2, 'F': 2}",Puckered
1773,1773,"{'Ti': 2, 'Br': 2, 'O': 2}",Puckered
1774,1774,"{'Mn': 1, 'Br': 2}",Puckered
1775,1775,"{'Ti': 1, 'Cl': 2}",Puckered
1776,1776,"{'Ga': 2, 'S': 2}",Puckered
1777,1777,"{'Ta': 2, 'I': 4, 'O': 2}",Puckered
1778,1778,"{'Ga': 2, 'H': 2, 'O': 4}",Puckered
1779,1779,"{'Pb': 8, 'O': 12}",Puckered
1780,1780,"{'Sr': 3, 'Fe': 2, 'Cl': 2, 'O': 5}",Puckered
1781,1781,"{'Si': 6, 'As': 6}",Puckered
1782,1782,"{'Cr': 2, 'Cl': 2, 'O': 2}",Puckered
1783,1783,"{'Ge': 4, 'As': 8}",Puckered
1784,1784,"{'In': 2, 'Sb': 2, 'S': 6}",Puckered
1785,1785,"{'Rb': 2, 'Fe': 4, 'Te': 6}",Puckered
1786,1786,"{'V': 1, 'Cl': 2}",Puckered
1787,1787,"{'Cr': 1, 'I': 2}",Puckered
1788,1788,"{'Na': 2, 'Cl': 2, 'O': 8}",Puckered
1789,1789,"{'Pb': 2, 'Br': 2, 'F': 2}",Puckered
1790,1790,"{'Ti': 2, 'I': 2, 'N': 2}",Puckered
1791,1791,"{'Hf': 4, 'Cu': 2, 'Ge': 8}",Puckered
1792,1792,"{'Bi': 2, 'I': 6}",Puckered
1793,1793,"{'Sn': 2, 'O': 2}",Puckered
1794,1794,"{'Ca': 2, 'Cu': 1, 'Cl': 2, 'O': 2}",Puckered
1795,1795,"{'Mo': 12, 'S': 6, 'Br': 12}",Puckered
1796,1796,"{'Na': 2, 'Ga': 2, 'H': 8}",Puckered
1797,1797,"{'Pb': 2, 'C': 2, 'N': 4}",Puckered
1798,1798,"{'Nb': 2, 'S': 4, 'Cl': 4}",Puckered
1799,1799,"{'K': 2, 'Fe': 4, 'S': 6}",Puckered
1800,1800,"{'Rb': 2, 'Br': 2, 'F': 8}",Puckered
1801,1801,"{'Cu': 2, 'I': 2}",Puckered
1802,1802,"{'Ge': 4, 'As': 4, 'Se': 4}",Puckered
1803,1803,"{'La': 1, 'I': 2}",Puckered
1804,1804,"{'As': 4, 'O': 8}",Puckered
1805,1805,"{'Sr': 3, 'Fe': 2, 'Br': 2, 'O': 5}",Puckered
1806,1806,"{'Sr': 2, 'I': 2, 'F': 2}",Puckered
1807,1807,"{'Pb': 5, 'S': 2, 'I': 6}",Puckered
1808,1808,"{'Rb': 2, 'Pa': 2, 'F': 12}",Puckered
1809,1809,"{'Sr': 2, 'H': 2, 'I': 2}",Puckered
1810,1810,"{'Ca': 2, 'H': 8, 'Se': 2, 'O': 12}",Puckered
1811,1811,"{'Li': 2, 'H': 2, 'O': 2}",Puckered
1812,1812,"{'In': 8, 'Bi': 4, 'S': 18}",Puckered
1813,1813,"{'Ce': 1, 'Ge': 2}",Puckered
1814,1814,"{'Ge': 2, 'Te': 5, 'As': 2}",Puckered
1815,1815,"{'Sn': 2, 'S': 2}",Puckered
1816,1816,"{'Ti': 2, 'N': 2, 'Cl': 2}",Puckered
1817,1817,"{'Ti': 1, 'Te': 2}",Puckered
1818,1818,"{'Na': 8, 'Pb': 4, 'O': 8}",Puckered
1819,1819,"{'Sn': 2, 'Pb': 2, 'F': 8}",Puckered
1820,1820,"{'Dy': 2, 'S': 2, 'I': 2}",Puckered
1821,1821,"{'Rb': 4, 'P': 4, 'Se': 24}",Puckered
1822,1822,"{'V': 4, 'O': 10}",Puckered
1823,1823,"{'Ba': 2, 'N': 1}",Puckered
1824,1824,"{'In': 2, 'Br': 2, 'O': 2}",Puckered
1825,1825,"{'Nb': 4, 'Te': 12, 'I': 2}",Puckered
1826,1826,"{'Pb': 4, 'O': 4}",Puckered
1827,1827,"{'Nb': 4, 'Se': 6}",Puckered
1828,1828,"{'Ta': 4, 'Te': 10, 'Pd': 6}",Puckered
1829,1829,"{'Sr': 2, 'H': 8, 'O': 6}",Puckered
1830,1830,"{'Na': 4, 'S': 4, 'O': 8}",Puckered
1831,1831,"{'U': 2, 'Br': 8}",Puckered
1832,1832,"{'I': 4, 'O': 12}",Puckered
1833,1833,"{'Ca': 4, 'P': 4, 'H': 12, 'O': 16}",Puckered
1834,1834,"{'Bi': 2, 'Cl': 2, 'O': 2}",Puckered
1835,1835,"{'Dy': 2, 'S': 2, 'Br': 2}",Puckered
1836,1836,"{'Zn': 12, 'As': 8}",Puckered
1837,1837,"{'Na': 2, 'Fe': 2, 'As': 2}",Puckered
1838,1838,"{'Ca': 3, 'Cu': 2, 'Cl': 2, 'O': 4}",Puckered
1839,1839,"{'Bi': 18, 'I': 4}",Puckered
1840,1840,"{'Nb': 4, 'Ge': 2, 'Te': 8}",Puckered
1841,1841,"{'Hg': 1, 'I': 2}",Puckered
1842,1842,"{'Tm': 2, 'I': 2, 'O': 2}",Puckered
1843,1843,"{'Nb': 1, 'O': 2}",Puckered
1844,1844,"{'In': 1, 'Cu': 1, 'P': 2, 'Se': 6}",Puckered
1845,1845,"{'Tl': 6, 'B': 2, 'Se': 6}",Puckered
1846,1846,"{'V': 2, 'Pb': 3, 'O': 8}",Puckered
1847,1847,"{'Te': 4, 'O': 8}",Puckered
1848,1848,"{'Cd': 1, 'Br': 2}",Puckered
1849,1849,"{'Re': 2, 'Bi': 2, 'O': 8}",Puckered
1850,1850,"{'Sm': 2, 'Br': 6}",Puckered
1851,1851,"{'Cu': 2, 'Sb': 2, 'Se': 4}",Puckered
1852,1852,"{'K': 4, 'P': 4, 'Se': 24}",Puckered
1853,1853,"{'Zr': 1, 'Cl': 2}",Puckered
1854,1854,"{'Ta': 2, 'Te': 8, 'Ir': 2}",Puckered
1855,1855,"{'Cu': 2, 'H': 4, 'Se': 4, 'O': 12}",Puckered
1856,1856,"{'Bi': 2, 'I': 2, 'O': 2}",Puckered
1857,1857,"{'Cu': 4, 'Hg': 4, 'S': 4, 'Cl': 4}",Puckered
1858,1858,"{'U': 2, 'Br': 2, 'N': 2}",Puckered
1859,1859,"{'K': 4, 'Br': 2, 'O': 1}",Puckered
1860,1860,"{'Nd': 1, 'Ge': 2}",Puckered
1861,1861,"{'K': 2, 'Sb': 4, 'S': 7}",Puckered
1862,1862,"{'In': 4, 'Te': 4, 'Br': 4}",Puckered
1863,1863,"{'Si': 4, 'Pb': 8, 'Se': 16}",Puckered
1864,1864,"{'Ca': 2, 'Mn': 2, 'Si': 2}",Puckered
1865,1865,"{'Sn': 3, 'I': 6}",Puckered
1866,1866,"{'Nb': 12, 'Cl': 28}",Puckered
1867,1867,"{'Mn': 2, 'Al': 2, 'Ge': 2}",Puckered
1868,1868,"{'Mn': 1, 'I': 2}",Puckered
1869,1869,"{'Ca': 2, 'N': 1}",Puckered
1870,1870,"{'Ti': 1, 'Se': 2}",Puckered
1871,1871,"{'Ti': 1, 'S': 2}",Puckered
1872,1872,"{'Bi': 1, 'Te': 1, 'Cl': 1}",Puckered
1873,1873,"{'Ti': 1, 'Br': 2}",Puckered
1874,1874,"{'Sm': 2, 'S': 2}",Puckered
1875,1875,{'Bi': 2},Puckered
1876,1876,"{'Th': 1, 'I': 2}",Puckered
1877,1877,"{'Te': 2, 'Rh': 1}",Puckered
1878,1878,"{'V': 2, 'Cl': 2, 'O': 2}",Puckered
1879,1879,"{'In': 2, 'Bi': 2}",Puckered
1880,1880,"{'Y': 4, 'C': 1, 'I': 5}",Puckered
1881,1881,"{'Mg': 1, 'Al': 2, 'H': 8}",Puckered
1882,1882,"{'Zr': 2, 'Se': 6}",Puckered
1883,1883,"{'W': 1, 'S': 2}",Puckered
1884,1884,"{'Cu': 1, 'Br': 2}",Puckered
